Type,SKU,Name,Manage stock?,Stock,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Parent,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Regular price,Description,Short description,Categories
variation,soft-padded-reflective-collar-Black-L,Soft Padded Reflective Collar - Black - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Black,,0.0,soft-padded-reflective-collar,Accessory size,L,,0.0,,,,
variation,soft-padded-reflective-collar-Black-M,Soft Padded Reflective Collar - Black - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Black,,0.0,soft-padded-reflective-collar,Accessory size,M,,0.0,,,,
variation,soft-padded-reflective-collar-Black-S,Soft Padded Reflective Collar - Black - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Black,,0.0,soft-padded-reflective-collar,Accessory size,S,,0.0,,,,
variation,soft-padded-reflective-collar-Blue-L,Soft Padded Reflective Collar - Blue - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Blue,,0.0,soft-padded-reflective-collar,Accessory size,L,,0.0,,,,
variation,soft-padded-reflective-collar-Blue-M,Soft Padded Reflective Collar - Blue - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Blue,,0.0,soft-padded-reflective-collar,Accessory size,M,,0.0,,,,
variation,soft-padded-reflective-collar-Blue-S,Soft Padded Reflective Collar - Blue - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Blue,,0.0,soft-padded-reflective-collar,Accessory size,S,,0.0,,,,
variation,soft-padded-reflective-collar-Brown-L,Soft Padded Reflective Collar - Brown - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Brown,,0.0,soft-padded-reflective-collar,Accessory size,L,,0.0,,,,
variation,soft-padded-reflective-collar-Brown-M,Soft Padded Reflective Collar - Brown - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Brown,,0.0,soft-padded-reflective-collar,Accessory size,M,,0.0,,,,
variation,soft-padded-reflective-collar-Brown-S,Soft Padded Reflective Collar - Brown - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Brown,,0.0,soft-padded-reflective-collar,Accessory size,S,,0.0,,,,
variation,soft-padded-reflective-collar-Orange-L,Soft Padded Reflective Collar - Orange - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Orange,,0.0,soft-padded-reflective-collar,Accessory size,L,,0.0,,,,
variation,soft-padded-reflective-collar-Orange-M,Soft Padded Reflective Collar - Orange - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Orange,,0.0,soft-padded-reflective-collar,Accessory size,M,,0.0,,,,
variation,soft-padded-reflective-collar-Orange-S,Soft Padded Reflective Collar - Orange - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Orange,,0.0,soft-padded-reflective-collar,Accessory size,S,,0.0,,,,
variation,soft-padded-reflective-collar-Red-L,Soft Padded Reflective Collar - Red - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Red,,0.0,soft-padded-reflective-collar,Accessory size,L,,0.0,,,,
variation,soft-padded-reflective-collar-Red-M,Soft Padded Reflective Collar - Red - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,Red,,0.0,soft-padded-reflective-collar,Accessory size,M,,0.0,,,,
